"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
02404e51-96b6-43a5-aa33-45e48d51bb4e,e0c26fe1-c405-47da-9f9f-063856f41152,100082.0,2024-01-25,"#N/A","#N/A",Pipeline,false,"#N/A",Voolith - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
024fa443-9cd0-4350-a86c-d72cea5daf42,10e91ef8-aa9e-46d3-98c4-3dcd2daebaf3,71595.0,2024-01-05,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - SOW 2,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0251bdc9-f2db-454b-8099-4170fce511fc,3e618f3f-9734-4a35-a6e9-0770d1678c39,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Chatterpoint - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
02d87260-d4b5-4362-a96d-a94f84bfcb73,70205bf9-736c-49c5-ae32-a967f24aecd9,72395.0,2023-09-11,"#N/A","#N/A",Closed,false,"#N/A",Plambee - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
02f06b26-2e1f-4ffd-b17e-0b4256ef3a5c,f53e8c51-9460-4579-a9d6-389aa6ea3b1d,34995.0,2023-11-14,0dfb1b14-fae8-4876-98a3-b68519480e9b,"#N/A",Pipeline,false,"#N/A",Yodel - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
02f89f66-912b-4945-badc-65c014954ea4,acdb972f-0fea-4a9d-85d0-1940db7fa5f3,11550.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Topiclounge - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
034a5f3c-f076-49bd-ab58-a7524236bd20,ecf94f26-d115-47a3-805c-4060cf9e542d,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Agimba - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
03f2489b-46bd-4173-9994-69700901e77b,d13be5bd-0de2-4c54-976e-de3f9caa1018,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Jabbersphere - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
03f94546-652d-4f0b-9024-296c216d96f1,ababff38-4578-4e08-8890-2e39ab7dbfb9,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Realcube - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0475d2ae-ee44-48dc-9d9b-b4f09684d1bc,f12d92b9-6eff-4056-abb1-186a6b059e4d,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Jazzy - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
04a7e4de-aa01-4849-9c60-c79187f583ef,48bb91cb-bbd3-4002-bf9c-a6e73e543a67,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Pixonyx - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
04da6f39-08ba-4b42-89b8-7240b918c899,e0df3925-5d29-4ced-bec2-8c1a9ba1d294,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Trunyx - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
04f69c85-20ce-4773-a2a6-51d6d815e3ae,39758dc1-27ed-4d92-8df3-e5cc00e55781,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Trilith - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0545e8ca-e78f-487c-816a-d75de0d8e7b0,853f6d04-4ec1-4a1b-8d20-09f1c8c00a9b,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Babbleopia - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
05a6b1b7-1566-4486-b7ed-ccb5cab17552,4e912526-2a36-41d8-a84d-dfd0250230c4,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Realfire - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
05bd6f31-5eb2-4c1a-91fd-433ff6ba048f,059ae66a-ad74-4874-b3a7-319fa8e908cb,"#N/A",2024-01-06,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - New Sale,"#N/A","#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
05e3e9ea-bd7c-499c-9228-5af3af5a682d,e0d24d52-12e9-4aef-9d51-26ee8f11ffe1,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Tagtune - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
068f89a8-d7e1-491a-a14e-3c2fa80e96e3,91891bbd-a0e9-4bcd-9e1e-90a0c3004dea,81083.0,2023-12-30,"#N/A","#N/A",Pipeline,false,"#N/A",Camimbo - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
069f7b3c-2f22-44d7-8ab1-2ba0fd7f5367,4ece6ce8-ee0c-44c7-8244-4259f0ac4086,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Gabtype - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
06b43053-085e-4ec5-b74e-276aab40d090,24f50e58-4087-4f6d-9636-75c7ad837983,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Brightdog - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
074b4dc4-d7c8-40bb-86f7-250cdc417f6e,23ce3f5f-f599-49fc-b4f6-3e4cd0ab3809,29995.0,2023-08-23,"#N/A","#N/A",Closed,false,"#N/A",Roomm - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0773709d-1606-4a1c-aa23-7c00e79b5315,0d1f1f93-e711-4989-a240-613696297c9c,69995.0,2023-08-22,"#N/A","#N/A",Omitted,false,"#N/A",Rhynyx - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
07ab5d0c-ce13-44a8-a8a9-15d77281d441,4aacc34c-f7ad-42a6-90a9-4fe5a81e0fe0,72395.0,2022-02-06,"#N/A","#N/A",Closed,false,"#N/A",Babblestorm - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
082de38a-cfd3-4325-ac7c-e8d48a849362,e1a5cd00-57ea-4cfa-b0ed-daba7d98a467,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Bubblemix - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0842e28a-e7d0-4c51-b73f-575f134e3b3d,6abf6df4-3f79-49a2-8757-df4efcb9167d,"#N/A",2029-11-02,"#N/A","#N/A",Pipeline,false,"#N/A",Fizzly Products,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
08feddf0-49d2-438d-a87c-e3543ac766c9,b23afcaa-b2e3-486e-bdba-90304e8585d3,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Shufflester - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
098a185b-f1a0-46bc-a0f2-c9a916ebdb67,5a13c2ca-beb2-426c-985f-6a274133d212,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
09b03a7c-fc1c-4bbf-ab2d-bc823ef31a0f,b6b423cb-1a88-4f6f-bc21-f416a44ea3d7,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtworks - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a162e0a-c54b-4c1b-8c58-de4eaf97a605,081fa47f-e7b5-436b-b3b1-90c25c76bc49,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Voonix - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a2e2dc4-14f8-4023-a621-6d53604791cb,d693046a-27e3-4da0-82cf-805c2c12cabc,73995.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Oyoba - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0b7d7f29-cd95-4c8b-ac55-916b54fa6eaa,b05b6bb4-566d-448e-bbbb-bb5509b2aaac,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Jaxspan - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b7fc519-b7fb-45be-a2cf-b08348e09ee7,185fc0c9-6005-4fb7-8a86-3a035173bad4,11250.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Photolist - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0bae284e-9f81-4a15-819d-08c61910ee03,0ed6e1df-248d-4cdc-8dda-0832ddf03126,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Bluejam - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0bb10200-79db-4f79-be18-8648bc22700a,98b0934c-77a1-4f4f-9893-35c2ae5f049a,34995.0,2023-11-15,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0be90b7b-d32e-4b77-ae11-1844aa1cc899,d5b73179-f2b6-4bc6-972b-78591bca1f5a,29995.0,2023-06-25,"#N/A","#N/A",Closed,false,"#N/A",Vitz - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0c418082-b6c1-4376-b032-eec98f6949ce,06772fb8-581c-442b-af31-c8000c725cb9,11550.0,2023-11-19,"#N/A","#N/A",Pipeline,false,"#N/A",Kayveo - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0d074290-1d9f-48db-a976-b67a641626d2,bf059387-8284-445e-bd00-0767cc9f2115,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzshare - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0daad25d-76be-4e57-adc2-50af75117db9,1b4bfded-f98a-4ca5-a159-8c083e159842,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Yakitrit-Germain Hospital - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0dbb53ab-42f4-4b60-b1ab-113a26bde68e,f6bc67cb-92cd-4ed6-a978-34951c3af38b,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Kazu - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0e7d3cf5-47d2-4e63-a601-ce543bda0664,96d7af6a-c0c5-4c61-94f3-0eae12135527,32395.00000002,2024-01-03,"#N/A","#N/A",Closed,false,"#N/A",Topicblabh-Sto Associates - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0e99fcb8-9e4d-4391-857c-e15d22590b69,1bbaf99a-e9dd-4b66-bd6b-52113742ccd4,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0eab9786-e9fe-4e84-a7cc-ac85f766418f,1780077c-4e79-4a5e-949f-64ab5a73d3c8,18350.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Meevee - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0ec418f2-aaee-43ae-9807-dc49428f077e,0f6dd887-3a4f-47a1-a040-364591a7523c,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Browsedrive - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0ec9ec46-16ff-46d1-b626-723316487f1a,39fad5ac-005c-4b38-b741-e61c350cbc0c,72395.0,2024-01-05,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - SOW 2,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0eff5806-69c2-4e69-85a0-0ee0823fb82a,f8a47c2c-fc3b-4c9e-9acb-3d22bef201df,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Kwideo - Secondary Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0f0c030c-d022-438b-9000-1994cfbd4d5e,e7ff9e2d-8eaa-42a5-88a2-0e79e85a51fd,18050.0,2024-01-19,"#N/A","#N/A",Pipeline,false,"#N/A",Jetpulse - Cross-sell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0f9eee31-1139-4d3f-b226-21bbdf9d1604,9d6f00a2-5127-49ef-8922-4a0fbb277c3b,34995.0,2023-09-12,"#N/A","#N/A",Pipeline,false,"#N/A",Dynava - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0fd55fa6-22d8-40ea-afbe-0b22c661837c,3e618f3f-9734-4a35-a6e9-0770d1678c39,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Chatterpoint - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0fff304b-4531-4076-b90e-bc6c82496ab6,e4ac435f-5f4a-4cef-8d52-fdf60c82c495,75000.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Eamia - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
101f373e-f857-473b-8cf2-ad5c45f7cb1a,de3936c7-8278-4140-b708-b290024bd48f,29995.0,2023-08-23,0e39cfd9-7f59-4a4d-a0a8-1dfa8eefb123,"#N/A",Closed,false,"#N/A",Mybuzz - Additional Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1026742a-9fa2-4fdb-b832-5f2f0461f6ac,9020415f-8c52-4c77-95a8-85a4f5e80eab,100082.0,2024-03-10,"#N/A","#N/A",Pipeline,false,"#N/A",Dazzlesphere - Upsell,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
104670fc-2178-4260-b1b9-cfe1b1ec6ecf,d0cc7617-47ea-4970-bfe0-d8b7b50be01b,72395.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Zoonoodle - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
107c4568-eccb-4c90-95d6-0b75c2b54008,e5035626-d6ea-47fb-b481-e7d3b05fdda2,72395.0,2024-01-05,"#N/A","#N/A",Pipeline,false,"#N/A",Meembee -Software Renewal and New Widgets,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
10861c44-703e-42d7-814e-5037c0613ecf,e0d24d52-12e9-4aef-9d51-26ee8f11ffe1,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Tagtune - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
10b70f26-8ffc-4f4f-82b8-91187cbf5841,081fa47f-e7b5-436b-b3b1-90c25c76bc49,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Voonix - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
11763c2a-39c8-45fb-9f04-79e947879c24,c0e24fde-cedf-4bec-a26d-64c286fe081e,72395.0,2023-06-22,"#N/A","#N/A",Omitted,false,"#N/A",Browsecat - Initial Sale,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1216595b-41a7-450f-b203-af349a61063c,5a13c2ca-beb2-426c-985f-6a274133d212,72395.0,2024-01-20,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz -SOW 3,"#N/A",05d7fcab-5c52-4191-97cf-7373b91a6ed2,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
