"Guid","Description","OpportunityId","PricebookEntryId","Product2Id","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
00a44fdc-aab0-4591-8c9c-520327f30e80,"#N/A",14c1bd67-be77-4819-8b02-af8cfef87e7a,d8ca5d5b-f637-4990-abbd-036ee176fee2,43cd48a8-e247-482f-b0c1-b49c3fba167f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
00a4c841-3297-4377-88b0-23d327c2a410,"#N/A",ca8c304c-cde2-4026-ac77-41a4412ba90a,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
00a995e5-8629-4483-ae72-1f7c50a0030e,"#N/A",7010dc0d-70b6-4a10-84dd-5a1f23585ab7,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,100.0,"#N/A","#N/A","#N/A","#N/A","#N/A",30000.0,300.0,"#N/A"
00b1656c-ffc1-42ba-a663-5f25ecc32adb,"#N/A",bde238ec-2159-4929-a590-73c7516dd808,2fdb2bcc-6d3a-41aa-a7cc-c72671eee30a,1b0c1594-f4ed-4cf5-aa19-3e805b5a99a3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
00b85982-aa01-4127-92ea-e37ea8729b07,"#N/A",93a668a0-d80f-44d7-8385-271117baee29,75050b6d-7158-4beb-9818-83fc2fc80e99,096a503a-626a-4c55-b53a-2dad3acbde92,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
00be5307-f97b-455c-9340-72e6dc3319b3,"#N/A",c46e3872-be31-49e6-84ff-b1e3fcc162a2,1970ee83-1e80-476f-8f5a-1640e2d24c1d,2185fadc-4a63-4b85-b5ad-02c78423bb17,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
00d296a8-3f02-4f7a-86d5-37b919125270,"#N/A",2e37b742-1ec3-48e6-a672-8d8d36f00202,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
00ec2840-08ed-40c5-a7d3-51540346a9c9,"#N/A",62840c9e-c4b1-4eff-824c-e9c304f43ce0,67673f33-8220-4249-b47b-1ffb9203b928,d11a40ca-26e4-41e1-b51d-e520d3f342f9,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
0102c260-2b91-4041-9662-344af7d7776a,"#N/A",4a89bfa2-e00b-447f-bf37-1f065133c9a0,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0123483e-f60a-498e-9c07-c5d298e66088,"#N/A",8b883371-1949-419f-954b-8c34b7f50398,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
012c3ceb-a1e9-4949-8c03-7800f2df105e,"#N/A",59351704-9657-45ec-ac29-223cfe34888c,6133fcbe-2e62-4f9a-9749-c9e96fcf562d,41b340a9-1fff-4169-93ac-69bfcefb2288,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0152c76b-fe54-4fd7-b689-797feeba24c3,"#N/A",6e6fe5d3-ebfd-4472-999c-4801126e7e02,1970ee83-1e80-476f-8f5a-1640e2d24c1d,2185fadc-4a63-4b85-b5ad-02c78423bb17,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
015aba11-48c8-4b92-9b48-2cc311b6d2cb,"#N/A",2a113c73-3fae-4e30-8b46-f7894fdb7c5e,0d8b86ea-c61e-4184-9554-71c496b14be7,5b7aa557-a3dc-4af2-96e9-373989293bfc,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
01766872-fde9-4018-b6d5-66ab1e8371d6,"#N/A",320dca94-b9b1-4e8d-9588-3e023a2bfaf1,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01795cac-b29d-496c-a0f0-abdf740bd8b4,"#N/A",82442aae-8e76-48d6-9a14-97ed3f2387d4,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01815298-6aa0-4e4d-9da1-1bb1e9080922,"#N/A",db5a3c34-b3f9-4163-9ca7-6ef805440bdb,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
018b4fdc-586b-40ee-a700-7918f6ce485d,"#N/A",19fb1787-226c-46ca-95f9-f8d8e0625e86,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
018feb7b-71dd-4fc9-bb18-197ea4f855a9,"#N/A",5ae3c1f0-ce0d-44ab-a0b8-855db9b502e5,c55ca2c8-e9f8-4c21-ba73-12ceafcc0210,30270b10-0497-45a2-b0a1-79c22894c0de,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
01923506-b98e-4fe6-826e-a952c9220786,"#N/A",03f94546-652d-4f0b-9024-296c216d96f1,6133fcbe-2e62-4f9a-9749-c9e96fcf562d,41b340a9-1fff-4169-93ac-69bfcefb2288,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01be71f0-d681-48e5-aad8-b59ad9ef9680,"#N/A",f90c3a5a-46ff-4161-babb-3b980076ea70,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
01df8a06-5d6f-4266-a2cf-97cdff0bc6c8,"#N/A",ad3015bf-3a07-4211-90ea-11018f984422,6133fcbe-2e62-4f9a-9749-c9e96fcf562d,41b340a9-1fff-4169-93ac-69bfcefb2288,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01e29eab-e704-4a52-b8b7-8e96a4e8f3f1,"#N/A",f8fcd996-6cd7-4eb8-a3e4-6e7a46cce030,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01f14b6f-f526-4ad7-b176-cffda6ad8c30,"#N/A",d577938c-c4c8-4a00-9504-fb15d95a79f7,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01f98429-7107-43a9-97a1-c0b030b42a9b,"#N/A",a96fe651-3f1c-4db7-9a4c-7e81fd26484e,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
02032c7e-887c-4ca5-8144-5ff6b65a3f36,"#N/A",c3dab6ff-3047-4f6a-9442-4e0c0d159536,67673f33-8220-4249-b47b-1ffb9203b928,d11a40ca-26e4-41e1-b51d-e520d3f342f9,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
02111cc7-3aa3-45c9-a9f6-479d60ab67f9,"#N/A",6496bc2f-4bd1-4735-acec-45801dfc028e,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
0225ae70-37fb-45df-9253-64e08ac4a15a,"#N/A",c46e3872-be31-49e6-84ff-b1e3fcc162a2,c55ca2c8-e9f8-4c21-ba73-12ceafcc0210,30270b10-0497-45a2-b0a1-79c22894c0de,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
022bd841-7e3c-45e0-ac77-76485536825d,"#N/A",dd025d04-48f5-4c0c-9df9-c9d4ddc35598,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
023b9186-4fa3-46e1-9bdf-b61308f13ccd,"#N/A",61943628-fd82-4fd7-9f97-49d92702174b,6133fcbe-2e62-4f9a-9749-c9e96fcf562d,41b340a9-1fff-4169-93ac-69bfcefb2288,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
023d4eab-1c2e-4bb7-a30a-2bd16473c988,"#N/A",e2491ad3-3dc8-4ef7-810f-b2cd59a0ac7e,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
024021d2-c66e-48e9-b22c-fb2622af2669,"#N/A",5913fa4c-83ed-490c-93fc-78c45087efc2,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
024448a5-47a4-441a-8e50-915314c16a5d,"#N/A",3e7551b9-e8b4-4a5a-af57-e4a53a16f754,b8a5248d-6b98-4fc4-b00b-398bb6f05775,7a726db4-30af-4f97-9375-418552312f1e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
024d9d12-cc8d-41bb-afbb-4bde0d0d6666,"#N/A",9110046d-5f67-493a-a2b7-2b8e49111e32,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
024fb7db-89a7-4ba6-8b30-e8044a95a469,"#N/A",320dca94-b9b1-4e8d-9588-3e023a2bfaf1,1970ee83-1e80-476f-8f5a-1640e2d24c1d,2185fadc-4a63-4b85-b5ad-02c78423bb17,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02672d49-ff47-4654-8f0f-2643d1558c51,"#N/A",17ea5886-b7dd-41b6-9413-79a49a5192e9,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
028129fc-35ff-4d26-8def-9ccebc887a2b,"#N/A",c42353cf-870a-4987-b088-8194b10d027e,d8ca5d5b-f637-4990-abbd-036ee176fee2,43cd48a8-e247-482f-b0c1-b49c3fba167f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
029600c6-937b-46c0-8750-a9e5b17f8541,"#N/A",59351704-9657-45ec-ac29-223cfe34888c,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
02a3edb6-1b35-4d8d-918b-a04d2a640e4c,"#N/A",0dbb53ab-42f4-4b60-b1ab-113a26bde68e,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02c3ede0-220c-4c04-a270-00132df99934,"#N/A",9ff5bd9e-b470-408b-bb49-83b154ed34f5,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
02e40aba-1c70-42a3-86b5-a9b37aaabab4,"#N/A",f7483b37-5053-4d89-8d36-f310ae510c3d,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02f40e7d-8e73-481b-944c-8bbd593d7a2c,"#N/A",0015d9ac-149b-46eb-9acd-4ed4864474d3,b8a5248d-6b98-4fc4-b00b-398bb6f05775,7a726db4-30af-4f97-9375-418552312f1e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
02f41559-8dcd-41fa-b603-31809cbc0f0b,"#N/A",5ccfa7c5-f126-481f-8386-f12d483d5440,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0304ef98-20ff-4ec2-b305-720eb3c91ea7,"#N/A",0a2e2dc4-14f8-4023-a621-6d53604791cb,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0310d79b-b60f-4afb-9cb3-07029846ce7f,"#N/A",aea1dfe3-efe3-437f-8a6b-9c063759951b,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03178bc5-82f8-4610-af94-0c3309c5bb39,"#N/A",30e46a68-b55a-42ae-ae63-4142bc6db49d,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0323fe34-bb4f-4413-b83d-8a1593919ba9,"#N/A",debbf56d-5d46-4f13-87f5-fde89afa1211,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0343466a-a901-43ab-93f3-fdd99a04f4de,"#N/A",d37bbb72-afd1-4d65-add2-b83c72b2a188,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
038912b3-48eb-4cc2-837d-31003c606834,"#N/A",7835b6d3-316d-4cae-be76-8c0c3d8935ea,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
038de792-6310-4625-bc32-f8fd2ae6a9c4,"#N/A",86a0ec89-23ff-46e2-9464-9a4dfbca5a82,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
039a433d-4b1d-4088-8fe9-a127a8ed93df,"#N/A",faeabef0-bde5-4787-9c4b-e48d665541ff,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03a054b5-69c3-4594-992a-2dae3e50e902,"#N/A",51d9bf87-113d-489f-8e71-a1700d323577,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
03b5b872-4e31-41fe-937c-8ecd5df6838c,"#N/A",aea1dfe3-efe3-437f-8a6b-9c063759951b,2fdb2bcc-6d3a-41aa-a7cc-c72671eee30a,1b0c1594-f4ed-4cf5-aa19-3e805b5a99a3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
03d6a16d-79ab-449f-8a30-21e7f609b018,"#N/A",50f485b2-23e2-4c4b-a75a-8a6050456748,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03d83116-ea66-4864-9c88-43b9ea9a925b,"#N/A",551715de-99bc-4547-8a7b-509c424e1c18,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03db392d-5246-4bec-814b-2d94205c3ab3,"#N/A",7083f3a6-7009-4b4b-8036-c919c7a0a287,75050b6d-7158-4beb-9818-83fc2fc80e99,096a503a-626a-4c55-b53a-2dad3acbde92,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
03e8de77-5934-4cd9-8699-763b7406ac77,"#N/A",200be661-bfdd-4b55-aa61-2f24b8fd9a1b,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
04034067-7b9d-4d18-ab82-ff417da2d187,"#N/A",a4414309-dd8f-454a-ba97-78da70614ecb,75050b6d-7158-4beb-9818-83fc2fc80e99,096a503a-626a-4c55-b53a-2dad3acbde92,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0417cdb9-a987-4da8-9e69-a055e77de0ac,"#N/A",0a162e0a-c54b-4c1b-8c58-de4eaf97a605,67673f33-8220-4249-b47b-1ffb9203b928,d11a40ca-26e4-41e1-b51d-e520d3f342f9,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
044ac823-f576-4eec-a7b4-be7014cf8c84,"#N/A",07ab5d0c-ce13-44a8-a8a9-15d77281d441,75050b6d-7158-4beb-9818-83fc2fc80e99,096a503a-626a-4c55-b53a-2dad3acbde92,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
046df3b7-aed2-4293-9e2d-3905ba7e8cf1,"#N/A",df0e2990-db5e-4e7c-95da-2c6aab33b657,d810b314-5ccc-4beb-b024-b7b30f030573,75b34646-1d7d-420a-bc7d-979dc6febfb4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
0470455f-9fab-4681-9e48-c014743f25e5,"#N/A",d25374b5-d581-451e-9b46-9c5419c84cca,0d8b86ea-c61e-4184-9554-71c496b14be7,5b7aa557-a3dc-4af2-96e9-373989293bfc,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
04704f71-5ad2-4b50-822f-4aed26359abd,"#N/A",385e7048-2495-4078-b50c-10a06c16f6fc,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
047e6168-d1f0-4021-bd47-19fb6a665159,"#N/A",1e216733-1a7a-49b0-8966-bac8f2295c2a,75050b6d-7158-4beb-9818-83fc2fc80e99,096a503a-626a-4c55-b53a-2dad3acbde92,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
049be42a-65d0-4301-9706-c591e69fd755,"#N/A",9677f724-cac8-426e-9d38-bf6087c9d085,d8ca5d5b-f637-4990-abbd-036ee176fee2,43cd48a8-e247-482f-b0c1-b49c3fba167f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
04ccb895-8d67-48bb-a1d1-faf5be580177,"#N/A",81e25b81-b981-4210-9c69-882784c73407,6d87fea4-d26f-4c2e-ade1-80197e8c8878,084166b8-27f8-4be0-a013-5c550a484943,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04d2018e-9acb-4839-a4f2-27159c3fbf73,"#N/A",62cd39c4-6da3-46bb-b9fc-8319c64a03bb,6cce0a07-6769-415b-9bde-672f90017fa1,7a014183-dd11-43b2-b007-3ab55689d19f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
04dab20e-9d22-4a11-bb00-0a0f522a20d4,"#N/A",024fa443-9cd0-4350-a86c-d72cea5daf42,1970ee83-1e80-476f-8f5a-1640e2d24c1d,2185fadc-4a63-4b85-b5ad-02c78423bb17,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
04e0d78d-954a-45c0-b5b6-7dd7756cd263,"#N/A",63dd2605-dda2-4022-9498-51942910b80b,c55ca2c8-e9f8-4c21-ba73-12ceafcc0210,30270b10-0497-45a2-b0a1-79c22894c0de,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04ecce0c-53f1-44b9-a733-5518588a9b3e,"#N/A",293d481c-0caf-4af1-90a1-26d577890125,2ded62f6-9039-4835-98f0-5acb18e2d845,04209735-534f-40a1-9eb8-937f8fd30dcb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,2000.0,"#N/A"
05018894-f828-4b8f-aae7-241bd1b74a14,"#N/A",1cc750b8-01b4-4a7a-8553-743f043cace1,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
050d3549-1dca-4b3b-acbd-f50bbc1680c0,"#N/A",3e7551b9-e8b4-4a5a-af57-e4a53a16f754,75050b6d-7158-4beb-9818-83fc2fc80e99,096a503a-626a-4c55-b53a-2dad3acbde92,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
050eec4a-1ae2-440e-8a2d-c50ecc34be67,"#N/A",34a0a880-7fbd-4a3f-a823-c43a61dd059b,0d8b86ea-c61e-4184-9554-71c496b14be7,5b7aa557-a3dc-4af2-96e9-373989293bfc,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0519f848-36e1-43c0-afbd-92d91e03462e,"#N/A",173bb2d4-86a0-47f6-8052-a57663c95e6b,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05223a80-d73d-4d91-b917-c6808e15740c,"#N/A",d903cfd9-5192-43dd-8eb6-61a1457e4ee2,cabed789-ac58-4301-bc87-a99288566e43,c8ade4c3-5a07-4143-b387-327939d3ba31,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0538e807-299c-4b18-a46e-adcdf8bccbfd,"#N/A",f893d45f-3fad-4ebd-b677-cb4870fca24b,8f9d856d-ca97-496d-b828-d9eabf9d2701,f2f1369e-47d4-4c77-b723-8640a9023114,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
053fcc4b-7092-46f7-aca1-a4c197fc332e,"#N/A",87e1de2a-fbf5-4a40-a72c-53a700234e0a,c0d22f6a-d11a-4bfb-acd3-047857f70d6e,444b76a0-af25-4f3c-a352-c0f5f5ac9f5b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
